"dcg"
{
	// General Strings
	"OK"											"ОК"
	"DCG_PostGame_Bonus_WinWithoutLosingTowers_Description"			"Вы победили, не потеряв ни одной башни"
	"DCG_PostGame_Bonus_WinOnlyTaking10DamageToTowers"	"Почти идеально"
	"DCG_PostGame_Bonus_WinOnlyTaking10DamageToTowers_Description"	"Вашим башням нанесли не больше 10 урона"
	"DCG_PostGame_Bonus_LoseButDestroyAnOpponentTower"	"Отличная борьба"
	"DCG_PostGame_Bonus_LoseButDestroyAnOpponentTower_Description"	"Вы проиграли, но разрушили башню противника"
	"DCG_PostGame_Bonus_GoToFountain5Times"				"Мастер побега"
	"DCG_PostGame_Bonus_GoToFountain5Times_Description"				"Вы вернули своих героев к фонтану 5 раз"
	"DCG_PostGame_Bonus_PlayCardsOfAll4Colors"			"Связь всех цветов"
	"DCG_PostGame_Bonus_PlayCardsOfAll4Colors_Description"			"Вы разыграли карту каждого из цветов"
	"DCG_PostGame_Bonus_PlayEveryCardInYourDeck"		"Всё на столе"
	"DCG_PostGame_Bonus_PlayEveryCardInYourDeck_Description"		"Вы разыграли все карты из своей колоды"
	"DCG_PostGame_Bonus_BuyEveryItemInYourItemDeck"		"Распродано"
	"DCG_PostGame_Bonus_BuyEveryItemInYourItemDeck_Description"		"Вы купили все предметы из своей колоды"
	"DCG_PostGame_Bonus_WinButDontBuyItems"				"Жизнь без излишков"
	"DCG_PostGame_Bonus_WinButDontBuyItems_Description"				"Вы победили, не покупая предметы"
	"DCG_PostGame_Bonus_WinDuringUpkeep"				"Не шевельнув и пальцем"
	"DCG_PostGame_Bonus_WinDuringUpkeep_Description"				"Вы победили перед фазой действий"
	"DCG_PostGame_Bonus_Use5Consumables"				"Необузданное потребительство"
	"DCG_PostGame_Bonus_Use5Consumables_Description"				"Вы использовали больше 5 расходников"
	"DCG_PostGame_Bonus_WinWithoutHealing"				"Не жалея себя"
	"DCG_PostGame_Bonus_WinWithoutHealing_Description"				"Вы победили, не используя лечение или регенерацию"
	"DCG_PostGame_Bonus_Draw"							"Гармония во всём"
	"DCG_PostGame_Bonus_Draw_Description"				"Вы сыграли вничью"
	"DCG_PostGame_WinStreak"							"Серия побед"
	"DCG_PostGame_WeeklyWins"							"Еженедельная награда"
	"DCG_PostGame_WeeklyFirstWin"						"Первая победа за неделю"

	"DCG_MiniProfile_WeeklyBonus"						"НЕДЕЛЬНЫЙ БОНУС"
	"DCG_MiniProfile_WeeklyResetTime"					"( сброс через {d:reset_days}д {d:reset_hours}ч {d:reset_minutes}м )"
	"DCG_MiniProfile_WeeklyBonus_Description"			"Победите в 3 играх за неделю, чтобы получить {d:r:weekly_bonus_xp_value} опыта.<br/>Отсчёт начнётся после первой победы."
	"DCG_MiniProfile_BadgeTooltip"						"Значок вашего уровня"
	"DCG_Profile_XPToNextLevel"							"{d:r:current_xp} / {d:r:xp_for_next_level} ОПЫТА"
	"DCG_Profile_Progress"								"Прогресс"
	"DCG_Profile_Level"									"Уровень"
	"DCG_Profile_Badges"								"Значки"
	"DCG_Profile_Rewards"								"Награды"
	"DCG_Profile_Rewards_Tickets"						"Входной билет"
	"DCG_Profile_Rewards_Packs"							"Входной билет"
	"DCG_Profile_RewardsPackAmount"						"x {d:pack_amount}"
	"DCG_Profile_RewardsTicketAmount"					"x {d:ticket_amount}"
	"DCG_Profile_ArtifactLevelsHeader"					"Уровни в Artifact"
	"DCG_Profile_ArtifactLevelsDescription"				"Зарабатывайте опыт, играя, выигрывая и получая разнообразные достижения.<BR><BR>Опыт выдаётся в любых режимах подбора игр (состязания, события и глобальный подбор игр), а на определённых уровнях вы будете получать награды."
	"DCG_Profile_GamesPlayed"							"Игры"
	"DCG_Profile_FirstMatch"							"Первый Матч"
	"DCG_Profile_SkillRanking"							"Рейтинга Мастерства"
	"DCG_Profile_TimeRemaining"							"Оставшееся Время"
	"DCG_Profile_NumWins"								"Побед"
	"DCG_Profile_InvalidAccountTitle"					"Неверный идентификатор учетной записи"
	"DCG_Profile_InvalidAccount"						"Невозможно загрузить данные профиля. Неверный идентификатор учетной записи"
	"DCG_Profile_CopyProfileCode"						"Скопировать Код Профиля Игрока"
	"DCG_Profile_AddFriend"								"Отправить Запрос Дружбы"
	"DCG_Profile_UnlockPercentage"						"Процент Разблокированных Карт"
	"DCG_Profile_Rank"									"Ранг"
	"DCG_Profile_AccessDeniedMatchHistory"				"Невозможно просмотреть историю матчей"
	"DCG_Profile_AccessDeniedMatchHistoryDesc"			"Вы можете просматривать только историю матчей друзей или вашего последнего соперника в публичном матче."
	"DCG_Profile_AccessDeniedNoMatchHistoryDesc"		"У этого игрока нет публичной истории матчей."

	"DCG_PlayerLevelReward_Pack"					"Комплект"
	"DCG_PlayerLevelReward_Ticket"					"Билет"
	"DCG_PlayerLevelReward_ProfileBadge"			"Значок"
	"DCG_Change_Account_Badge"						"Изменить значок"
	"DCG_Change_Account_Badge_Title"				"Выбор значка"
	"DCG_Change_Account_Badge_Select"				"Выбрать"

	"DCG_Profile_Match_PrivateLobby"					"Приватное Лобби"
	"DCG_Profile_Match_Unranked"						"Global Matchmaking"
	"DCG_Profile_Match_GauntletMatch"					"Gauntlet Match"
	"DCG_Profile_Match_AIMatch"							"AI Match"
	"DCG_Profile_Match_TournamentMatch"					"Tournament Match"
	"DCG_Profile_Match_Draft"							"Hero Draft"

	"DCG_Profile_Replay_Download"						"Скачать Повтор"
	"DCG_Profile_Replay_Downloading"					"Загрузка Повтора"
	"DCG_Profile_Replay_Watch"							"Смотреть Повтор"
	"DCG_Profile_Replay_Unavailable"					"Воспроизведение Недоступно"
	"DCG_Profile_Replay_OldVersion"						"Повтор Устарел"

	"DCG_Tooltip_AcquireCardBack_18001"					"Эту карту обратно можно получить, выполнив все достижения в событии Хаоса."
    "DCG_SelectCardBack_UseProfileDefault"              "Использовать По Умолчанию"
	"DCG_SelectCardBack_Popup_Header"					"Выбрать Карты По Умолчанию"

	"DCG_AchievementAchieved"							"Completed"

	"DCG_ChaosGauntlet_Intro"			"Explore the cards and strategies of the Call to Arms set. Discover unexpected combos in auto-generated decks and get win streaks to climb the leaderboard. Complete Achievements to unlock decks with more colors and multiply your victory points even more. Complete all achievements to earn a special cardback!"
	"DCG_ChaosGauntlet_Node1"			"Path of the Enduring"
	"DCG_ChaosGauntlet_NodeShortDesc1"	"Red / Green"
	"DCG_ChaosGauntlet_NodeLongDesc1"	"What if I told you that conflict is inevitable? That we are always at war... if not with others, then with ourselves. That the only way to persevere is to have indomitable spirit.  If what I said rings true to you... perhaps you should walk The Path of the Enduring."
	"DCG_ChaosGauntlet_Node2"			"Path of the Mighty"
	"DCG_ChaosGauntlet_NodeShortDesc2"	"Red / Black"
	"DCG_ChaosGauntlet_NodeLongDesc2"	"What if I told you that words are meaningless? That power achieved is power perceived, and it is only by show of strength that respect is truly earned.    If what I said rings true to you... perhaps you should walk The Path of the Mighty."
	"DCG_ChaosGauntlet_Node3"			"Path of the Stalwart"
	"DCG_ChaosGauntlet_NodeShortDesc3"	"Red / Blue"
	"DCG_ChaosGauntlet_NodeLongDesc3"	"What if I told you that people need something to believe in? That by their nature men will follow those with the courage to lead.  If what I said rings true to you... perhaps you should walk The Path of the Stalwart."
	"DCG_ChaosGauntlet_Node4"			"Path of the Visionary"
	"DCG_ChaosGauntlet_NodeShortDesc4"	"Green / Blue"
	"DCG_ChaosGauntlet_NodeLongDesc4"	"What if I told you that it's not enough to live in the present, you need to plan for the future? That risk begets reward, and a slow start does not mean a weak finish.   If what I said rings true to you... perhaps you should walk The Path of the Visionary."
	"DCG_ChaosGauntlet_Node5"			"Path of the Unknowable"
	"DCG_ChaosGauntlet_NodeShortDesc5"	"Blue / Black"
	"DCG_ChaosGauntlet_NodeLongDesc5"	"What if I told you that knowledge brings a terrible responsibility? That while many seek the truth, only precious few are strong enough to shoulder its burdens.  If what I said rings true to you... perhaps you should walk The Path of the Unknowable. "
	"DCG_ChaosGauntlet_Node6"			"Path of the Vigilant"
	"DCG_ChaosGauntlet_NodeShortDesc6"	"Green / Black"
	"DCG_ChaosGauntlet_NodeLongDesc6"	"What if I told you that most of the world is helpless? That wolves wait to prey on sheep, and were it not for the watchful eye of shepherds, the flock would undoubtedly be lost.  If what I said rings true to you... perhaps you should walk The Path of the Vigilant."
	"DCG_ChaosGauntlet_Node7"			"Path of the Fearless"
	"DCG_ChaosGauntlet_NodeShortDesc7"	"Red / Green / Black"
	"DCG_ChaosGauntlet_NodeLongDesc7"	"What if I told you that safety breeds complacency? That comfort is tantamount to death, and that the only way to make your mark on the world is to confront the choices that would paralyze others.  If what I said rings true to you... perhaps you should walk The Path of the Fearless."
	"DCG_ChaosGauntlet_Node8"			"Path of the Boundless"
	"DCG_ChaosGauntlet_NodeShortDesc8"	"Blue / Black / Green"
	"DCG_ChaosGauntlet_NodeLongDesc8"	"What if I told you that rules are nothing more than a tax on those who lack imagination? That for the exceptional there are no such things as limits, only opportunities to prove yourself.  If what I said rings true to you... perhaps you should walk The Path of the Boundless."
	"DCG_ChaosGauntlet_Node9"			"Path of the Relentless"
	"DCG_ChaosGauntlet_NodeShortDesc9"	"Black / Red / Blue"
	"DCG_ChaosGauntlet_NodeLongDesc9"	"What if I told you that nothing worth doing is easy? That the world is full of people who claim they want to achieve greatness but lack the will to see it through.  If what I said rings true to you... perhaps you should walk The Path of the Relentless."
	"DCG_ChaosGauntlet_Node10"			"Path of the Selfless"
	"DCG_ChaosGauntlet_NodeShortDesc10" "Green / Blue / Red"
